PHYSICAL CITY,PHYSICAL STATE,PHYSICAL ZIP,ZIP,RegionAssignment
EVERGLADES CITY,FL,34139,34139,FLORIDA 2
FELDA,FL,33930,33930,FLORIDA 2
FELLSMERE,FL,32948,32948,FLORIDA 2
FERNDALE,FL,34729,34729,FLORIDA 2
FORT MEADE,FL,33841,33841,FLORIDA 2
FORT MYERS,FL,33901,33901,FLORIDA 2
FORT MYERS,FL,33905,33905,FLORIDA 2
FORT MYERS,FL,33907,33907,FLORIDA 2
FORT MYERS,FL,33912,33912,FLORIDA 2
FORT MYERS,FL,33919,33919,FLORIDA 2
FORT MYERS,FL,33913,33913,FLORIDA 2
FORT MYERS BEACH,FL,33931,33931,FLORIDA 2
FORT OGDEN,FL,34267,34267,FLORIDA 2
FROSTPROOF,FL,33843,33843,FLORIDA 2
FRUITLAND PARK,FL,34731,34731,FLORIDA 2
GIBSONTON,FL,33534,33534,FLORIDA 2
GOODLAND,FL,34140,34140,FLORIDA 2
GOTHA,FL,34734,34734,FLORIDA 2
GRANT,FL,32949,32949,FLORIDA 2
GROVELAND,FL,34736,34736,FLORIDA 2
HAINES CITY,FL,33844,33844,FLORIDA 2
HIGHLAND CITY,FL,33846,33846,FLORIDA 2
HOLIDAY,FL,34690,34690,FLORIDA 2
HOLMES BEACH,FL,34217,34217,FLORIDA 2
HOMELAND,FL,33847,33847,FLORIDA 2
HOWEY IN THE HILLS,FL,34737,34737,FLORIDA 2
IMMOKALEE,FL,34142,34142,FLORIDA 2
INDIALANTIC,FL,32903,32903,FLORIDA 2
INDIAN LAKE ESTATES,FL,33855,33855,FLORIDA 2
INDIAN ROCKS BEACH,FL,33785,33785,FLORIDA 2
INTERCESSION CITY,FL,33848,33848,FLORIDA 2
ISTACHATTA,FL,34636,34636,FLORIDA 2
KATHLEEN,FL,33849,33849,FLORIDA 2
KENANSVILLE,FL,34739,34739,FLORIDA 2
KENNETH CITY,FL,33709,33709,FLORIDA 2
KISSIMMEE,FL,34741,34741,FLORIDA 2
KISSIMMEE,FL,34744,34744,FLORIDA 2
KISSIMMEE,FL,34746,34746,FLORIDA 2
KISSIMMEE,FL,34758,34758,FLORIDA 2
LABELLE,FL,33935,33935,FLORIDA 2
LACOOCHEE,FL,33537,33537,FLORIDA 2
LAKE ALFRED,FL,33850,33850,FLORIDA 2
LAKE HAMILTON,FL,33851,33851,FLORIDA 2
LAKE PANASOFFKEE,FL,33538,33538,FLORIDA 2
LAKE PLACID,FL,33852,33852,FLORIDA 2
LAKE WALES,FL,33853,33853,FLORIDA 2
LAKELAND,FL,33815,33815,FLORIDA 2
LAKELAND,FL,33805,33805,FLORIDA 2
LAKELAND,FL,33803,33803,FLORIDA 2
LAKELAND,FL,33813,33813,FLORIDA 2
LAKESHORE,FL,33854,33854,FLORIDA 2
LAND O LAKES,FL,34639,34639,FLORIDA 2
LARGO,FL,33770,33770,FLORIDA 2
LARGO,FL,33773,33773,FLORIDA 2
LAUREL,FL,34272,34272,FLORIDA 2
LEESBURG,FL,34788,34788,FLORIDA 2
LEHIGH ACRES,FL,33936,33936,FLORIDA 2
LITHIA,FL,33547,33547,FLORIDA 2
LONGBOAT KEY,FL,34228,34228,FLORIDA 2
LORIDA,FL,33857,33857,FLORIDA 2
LOUGHMAN,FL,33858,33858,FLORIDA 2
LUTZ,FL,33549,33549,FLORIDA 2
MADEIRA BEACH,FL,33708,33708,FLORIDA 2
MALABAR,FL,32950,32950,FLORIDA 2
MANGO,FL,33550,33550,FLORIDA 2
MARCO ISLAND,FL,34145,34145,FLORIDA 2
MASCOTTE,FL,34753,34753,FLORIDA 2
MATLACHA,FL,33993,33993,FLORIDA 2
MELBOURNE,FL,32901,32901,FLORIDA 2
MELBOURNE,FL,32935,32935,FLORIDA 2
MELBOURNE,FL,32904,32904,FLORIDA 2
MELBOURNE,FL,32940,32940,FLORIDA 2
MELBOURNE BEACH,FL,32951,32951,FLORIDA 2
MERRITT ISLAND,FL,32953,32953,FLORIDA 2
MINNEOLA,FL,34755,34755,FLORIDA 2
MONTVERDE,FL,34756,34756,FLORIDA 2
MULBERRY,FL,33860,33860,FLORIDA 2
MYAKKA CITY,FL,34251,34251,FLORIDA 2
NALCREST,FL,33856,33856,FLORIDA 2
NAPLES,FL,34104,34104,FLORIDA 2
NAPLES,FL,34108,34108,FLORIDA 2
NAPLES,FL,34116,34116,FLORIDA 2
NEW PORT RICHEY,FL,34653,34653,FLORIDA 2
NEW PORT RICHEY,FL,34655,34655,FLORIDA 2
NICHOLS,FL,33863,33863,FLORIDA 2
NOBLETON,FL,34661,34661,FLORIDA 2
NOCATEE,FL,34268,34268,FLORIDA 2
NOKOMIS,FL,34275,34275,FLORIDA 2
NORTH FORT MYERS,FL,33903,33903,FLORIDA 2
NORTH PORT,FL,34287,34287,FLORIDA 2
NORTH PORT,FL,34286,34286,FLORIDA 2
OAKLAND,FL,34760,34760,FLORIDA 2
OCHOPEE,FL,34141,34141,FLORIDA 2
OCOEE,FL,34761,34761,FLORIDA 2
ODESSA,FL,33556,33556,FLORIDA 2
OKAHUMPKA,FL,34762,34762,FLORIDA 2
OLDSMAR,FL,34677,34677,FLORIDA 2
ONA,FL,33865,33865,FLORIDA 2
ONECO,FL,34264,34264,FLORIDA 2
ORLANDO,FL,32805,32805,FLORIDA 2
ORLANDO,FL,32801,32801,FLORIDA 2
ORLANDO,FL,32803,32803,FLORIDA 2
ORLANDO,FL,32804,32804,FLORIDA 2
ORLANDO,FL,32806,32806,FLORIDA 2
ORLANDO,FL,32807,32807,FLORIDA 2
ORLANDO,FL,32818,32818,FLORIDA 2
ORLANDO,FL,32809,32809,FLORIDA 2
ORLANDO,FL,32810,32810,FLORIDA 2
ORLANDO,FL,32811,32811,FLORIDA 2
ORLANDO,FL,32822,32822,FLORIDA 2
ORLANDO,FL,32862,32862,FLORIDA 2
ORLANDO,FL,32817,32817,FLORIDA 2
ORLANDO,FL,32819,32819,FLORIDA 2
ORLANDO,FL,32828,32828,FLORIDA 2
ORLANDO,FL,32837,32837,FLORIDA 2
ORLANDO,FL,32808,32808,FLORIDA 2
OSPREY,FL,34229,34229,FLORIDA 2
OZONA,FL,34660,34660,FLORIDA 2
PALM BAY,FL,32905,32905,FLORIDA 2
PALM BAY,FL,32907,32907,FLORIDA 2
PALMDALE,FL,33944,33944,FLORIDA 2
PALMETTO,FL,34221,34221,FLORIDA 2
PARRISH,FL,34219,34219,FLORIDA 2
PATRICK AFB,FL,32925,32925,FLORIDA 2
PINELAND,FL,33945,33945,FLORIDA 2
PINELLAS PARK,FL,33781,33781,FLORIDA 2
PLACIDA,FL,33946,33946,FLORIDA 2
PLANT CITY,FL,33566,33566,FLORIDA 2
POLK CITY,FL,33868,33868,FLORIDA 2
PORT CHARLOTTE,FL,33953,33953,FLORIDA 2
PORT CHARLOTTE,FL,33948,33948,FLORIDA 2
PORT CHARLOTTE,FL,33954,33954,FLORIDA 2
PORT CHARLOTTE,FL,33952,33952,FLORIDA 2
PORT RICHEY,FL,34668,34668,FLORIDA 2
PUNTA GORDA,FL,33950,33950,FLORIDA 2
RIVERVIEW,FL,33569,33569,FLORIDA 2
ROCKLEDGE,FL,32955,32955,FLORIDA 2
ROSELAND,FL,32957,32957,FLORIDA 2
RUSKIN,FL,33570,33570,FLORIDA 2
SAFETY HARBOR,FL,34695,34695,FLORIDA 2
SAINT CLOUD,FL,34769,34769,FLORIDA 2
SAINT JAMES CITY,FL,33956,33956,FLORIDA 2
SAINT LEO,FL,33574,33574,FLORIDA 2
SAINT PETERSBURG,FL,33702,33702,FLORIDA 2
SAINT PETERSBURG,FL,33704,33704,FLORIDA 2
SAINT PETERSBURG,FL,33705,33705,FLORIDA 2
SAINT PETERSBURG,FL,33711,33711,FLORIDA 2
SAINT PETERSBURG,FL,33710,33710,FLORIDA 2
SAINT PETERSBURG,FL,33730,33730,FLORIDA 2
SAN ANTONIO,FL,33576,33576,FLORIDA 2
SARASOTA,FL,34230,34230,FLORIDA 2
SARASOTA,FL,34231,34231,FLORIDA 2
SARASOTA,FL,34232,34232,FLORIDA 2
SARASOTA,FL,34239,34239,FLORIDA 2
SARASOTA,FL,34242,34242,FLORIDA 2
SATELLITE BEACH,FL,32937,32937,FLORIDA 2
SEBASTIAN,FL,32958,32958,FLORIDA 2
SEBRING,FL,33870,33870,FLORIDA 2
SEFFNER,FL,33584,33584,FLORIDA 2
SEMINOLE,FL,33772,33772,FLORIDA 2
SHARPES,FL,32959,32959,FLORIDA 2
SPRING HILL,FL,34606,34606,FLORIDA 2
SPRING HILL,FL,34610,34610,FLORIDA 2
SUMTERVILLE,FL,33585,33585,FLORIDA 2
SUN CITY,FL,33586,33586,FLORIDA 2
SUN CITY CENTER,FL,33573,33573,FLORIDA 2
SYDNEY,FL,33587,33587,FLORIDA 2
TALLEVAST,FL,34270,34270,FLORIDA 2
TAMPA,FL,33602,33602,FLORIDA 2
TAMPA,FL,33605,33605,FLORIDA 2
TAMPA,FL,33604,33604,FLORIDA 2
TAMPA,FL,33607,33607,FLORIDA 2
TAMPA,FL,33621,33621,FLORIDA 2
TAMPA,FL,33610,33610,FLORIDA 2
TAMPA,FL,33611,33611,FLORIDA 2
TAMPA,FL,33612,33612,FLORIDA 2
TAMPA,FL,33614,33614,FLORIDA 2
TAMPA,FL,33615,33615,FLORIDA 2
TAMPA,FL,33618,33618,FLORIDA 2
TAMPA,FL,33619,33619,FLORIDA 2
TAMPA,FL,33630,33630,FLORIDA 2
TAMPA,FL,33624,33624,FLORIDA 2
TAMPA,FL,33647,33647,FLORIDA 2
TAMPA,FL,33629,33629,FLORIDA 2
TARPON SPRINGS,FL,34689,34689,FLORIDA 2
TEMPLE TERRACE,FL,33617,33617,FLORIDA 2
TERRA CEIA,FL,34250,34250,FLORIDA 2
THONOTOSASSA,FL,33592,33592,FLORIDA 2
TRILBY,FL,33593,33593,FLORIDA 2
VALRICO,FL,33594,33594,FLORIDA 2
VENICE,FL,34285,34285,FLORIDA 2
VENUS,FL,33960,33960,FLORIDA 2
VERO BEACH,FL,32960,32960,FLORIDA 2
VERO BEACH,FL,32963,32963,FLORIDA 2
WABASSO,FL,32970,32970,FLORIDA 2
WAUCHULA,FL,33873,33873,FLORIDA 2
WAVERLY,FL,33877,33877,FLORIDA 2
WEBSTER,FL,33597,33597,FLORIDA 2
WESLEY CHAPEL,FL,33545,33545,FLORIDA 2
WILDWOOD,FL,34785,34785,FLORIDA 2
WIMAUMA,FL,33598,33598,FLORIDA 2
WINDERMERE,FL,34786,34786,FLORIDA 2
WINTER GARDEN,FL,34787,34787,FLORIDA 2
WINTER HAVEN,FL,33880,33880,FLORIDA 2
WINTER HAVEN,FL,33881,33881,FLORIDA 2
YALAHA,FL,34797,34797,FLORIDA 2
ZEPHYRHILLS,FL,33542,33542,FLORIDA 2
ZOLFO SPRINGS,FL,33890,33890,FLORIDA 2
ALACHUA,FL,32615,32615,FLORIDA 1
ALFORD,FL,32420,32420,FLORIDA 1
ALTAMONTE SPRINGS,FL,32714,32714,FLORIDA 1
ALTAMONTE SPRINGS,FL,32701,32701,FLORIDA 1
ALTHA,FL,32421,32421,FLORIDA 1
ALTOONA,FL,32702,32702,FLORIDA 1
ANTHONY,FL,32617,32617,FLORIDA 1
APALACHICOLA,FL,32320,32320,FLORIDA 1
APOPKA,FL,32712,32712,FLORIDA 1
ARCHER,FL,32618,32618,FLORIDA 1
ARGYLE,FL,32422,32422,FLORIDA 1
ASTOR,FL,32102,32102,FLORIDA 1
ATLANTIC BEACH,FL,32233,32233,FLORIDA 1
BAGDAD,FL,32530,32530,FLORIDA 1
BAKER,FL,32531,32531,FLORIDA 1
BARBERVILLE,FL,32105,32105,FLORIDA 1
BELL,FL,32619,32619,FLORIDA 1
BELLEVIEW,FL,34420,34420,FLORIDA 1
BEVERLY HILLS,FL,34465,34465,FLORIDA 1
BLOUNTSTOWN,FL,32424,32424,FLORIDA 1
BONIFAY,FL,32425,32425,FLORIDA 1
BOSTWICK,FL,32007,32007,FLORIDA 1
BRANFORD,FL,32008,32008,FLORIDA 1
BRISTOL,FL,32321,32321,FLORIDA 1
BRONSON,FL,32621,32621,FLORIDA 1
BROOKER,FL,32622,32622,FLORIDA 1
BRYCEVILLE,FL,32009,32009,FLORIDA 1
BUNNELL,FL,32110,32110,FLORIDA 1
CALLAHAN,FL,32011,32011,FLORIDA 1
CAMPBELLTON,FL,32426,32426,FLORIDA 1
CANDLER,FL,32111,32111,FLORIDA 1
CANTONMENT,FL,32533,32533,FLORIDA 1
CARRABELLE,FL,32322,32322,FLORIDA 1
CARYVILLE,FL,32427,32427,FLORIDA 1
CASSADAGA,FL,32706,32706,FLORIDA 1
CASSELBERRY,FL,32707,32707,FLORIDA 1
CEDAR KEY,FL,32625,32625,FLORIDA 1
CENTURY,FL,32535,32535,FLORIDA 1
CHATTAHOOCHEE,FL,32324,32324,FLORIDA 1
CHIEFLAND,FL,32626,32626,FLORIDA 1
CHIPLEY,FL,32428,32428,FLORIDA 1
CHRISTMAS,FL,32709,32709,FLORIDA 1
CITRA,FL,32113,32113,FLORIDA 1
CLARCONA,FL,32710,32710,FLORIDA 1
CLARKSVILLE,FL,32430,32430,FLORIDA 1
COTTONDALE,FL,32431,32431,FLORIDA 1
CRAWFORDVILLE,FL,32327,32327,FLORIDA 1
CRESCENT CITY,FL,32112,32112,FLORIDA 1
CRESTVIEW,FL,32539,32539,FLORIDA 1
CROSS CITY,FL,32628,32628,FLORIDA 1
CRYSTAL RIVER,FL,34429,34429,FLORIDA 1
CYPRESS,FL,32432,32432,FLORIDA 1
DAY,FL,32013,32013,FLORIDA 1
DAYTONA BEACH,FL,32114,32114,FLORIDA 1
DAYTONA BEACH,FL,32118,32118,FLORIDA 1
DAYTONA BEACH,FL,32117,32117,FLORIDA 1
DE LEON SPRINGS,FL,32130,32130,FLORIDA 1
DEBARY,FL,32713,32713,FLORIDA 1
DEFUNIAK SPRINGS,FL,32435,32435,FLORIDA 1
DELAND,FL,32720,32720,FLORIDA 1
DELAND,FL,32724,32724,FLORIDA 1
DELTONA,FL,32725,32725,FLORIDA 1
DELTONA,FL,32738,32738,FLORIDA 1
DESTIN,FL,32541,32541,FLORIDA 1
DUNNELLON,FL,34432,34432,FLORIDA 1
EARLETON,FL,32631,32631,FLORIDA 1
EAST PALATKA,FL,32131,32131,FLORIDA 1
EASTLAKE WEIR,FL,32133,32133,FLORIDA 1
EASTPOINT,FL,32328,32328,FLORIDA 1
EBRO,FL,32437,32437,FLORIDA 1
EDGEWATER,FL,32132,32132,FLORIDA 1
EGLIN AFB,FL,32542,32542,FLORIDA 1
ELKTON,FL,32033,32033,FLORIDA 1
ENTERPRISE,FL,32725,32725,FLORIDA 1
EUSTIS,FL,32726,32726,FLORIDA 1
EVINSTON,FL,32633,32633,FLORIDA 1
FAIRFIELD,FL,32634,32634,FLORIDA 1
FERN PARK,FL,32730,32730,FLORIDA 1
FERNANDINA BEACH,FL,32034,32034,FLORIDA 1
FLAGLER BEACH,FL,32136,32136,FLORIDA 1
FLEMING ISLAND,FL,32003,32003,FLORIDA 1
FLORAHOME,FL,32140,32140,FLORIDA 1
FLORAL CITY,FL,34436,34436,FLORIDA 1
FORT MC COY,FL,32134,32134,FLORIDA 1
FORT WALTON BEACH,FL,32548,32548,FLORIDA 1
FORT WHITE,FL,32038,32038,FLORIDA 1
FOUNTAIN,FL,32438,32438,FLORIDA 1
FREEPORT,FL,32439,32439,FLORIDA 1
GAINESVILLE,FL,32601,32601,FLORIDA 1
GAINESVILLE,FL,32608,32608,FLORIDA 1
GAINESVILLE,FL,32605,32605,FLORIDA 1
GENEVA,FL,32732,32732,FLORIDA 1
GEORGETOWN,FL,32139,32139,FLORIDA 1
GLEN SAINT MARY,FL,32040,32040,FLORIDA 1
GOLDENROD,FL,32733,32733,FLORIDA 1
GONZALEZ,FL,32560,32560,FLORIDA 1
GRACEVILLE,FL,32440,32440,FLORIDA 1
GRAHAM,FL,32042,32042,FLORIDA 1
GRAND ISLAND,FL,32735,32735,FLORIDA 1
GRAND RIDGE,FL,32442,32442,FLORIDA 1
GRANDIN,FL,32138,32138,FLORIDA 1
GREEN COVE SPRINGS,FL,32043,32043,FLORIDA 1
GREENSBORO,FL,32330,32330,FLORIDA 1
GREENVILLE,FL,32331,32331,FLORIDA 1
GREENWOOD,FL,32443,32443,FLORIDA 1
GRETNA,FL,32332,32332,FLORIDA 1
GULF BREEZE,FL,32561,32561,FLORIDA 1
GULF HAMMOCK,FL,32639,32639,FLORIDA 1
HAMPTON,FL,32044,32044,FLORIDA 1
HASTINGS,FL,32145,32145,FLORIDA 1
HAVANA,FL,32333,32333,FLORIDA 1
HAWTHORNE,FL,32640,32640,FLORIDA 1
HERNANDO,FL,34442,34442,FLORIDA 1
HIGH SPRINGS,FL,32643,32643,FLORIDA 1
HILLIARD,FL,32046,32046,FLORIDA 1
HOLDER,FL,34445,34445,FLORIDA 1
HOLLISTER,FL,32147,32147,FLORIDA 1
HOLT,FL,32564,32564,FLORIDA 1
HOMOSASSA,FL,34446,34446,FLORIDA 1
HOMOSASSA,FL,34487,34487,FLORIDA 1
HORSESHOE BEACH,FL,32648,32648,FLORIDA 1
HOSFORD,FL,32334,32334,FLORIDA 1
INGLIS,FL,34449,34449,FLORIDA 1
INTERLACHEN,FL,32148,32148,FLORIDA 1
INVERNESS,FL,34450,34450,FLORIDA 1
ISLAND GROVE,FL,32654,32654,FLORIDA 1
JACKSONVILLE,FL,32203,32203,FLORIDA 1
JACKSONVILLE,FL,32208,32208,FLORIDA 1
JACKSONVILLE,FL,32206,32206,FLORIDA 1
JACKSONVILLE,FL,32207,32207,FLORIDA 1
JACKSONVILLE,FL,32209,32209,FLORIDA 1
JACKSONVILLE,FL,32244,32244,FLORIDA 1
JACKSONVILLE,FL,32277,32277,FLORIDA 1
JACKSONVILLE,FL,32212,32212,FLORIDA 1
JACKSONVILLE,FL,32216,32216,FLORIDA 1
JACKSONVILLE,FL,32246,32246,FLORIDA 1
JACKSONVILLE,FL,32257,32257,FLORIDA 1
JACKSONVILLE,FL,32218,32218,FLORIDA 1
JACKSONVILLE,FL,32225,32225,FLORIDA 1
JACKSONVILLE,FL,32228,32228,FLORIDA 1
JACKSONVILLE,FL,32234,32234,FLORIDA 1
JACKSONVILLE,FL,32256,32256,FLORIDA 1
JACKSONVILLE BEACH,FL,32250,32250,FLORIDA 1
JASPER,FL,32052,32052,FLORIDA 1
JAY,FL,32565,32565,FLORIDA 1
JENNINGS,FL,32053,32053,FLORIDA 1
KEYSTONE HEIGHTS,FL,32656,32656,FLORIDA 1
LA CROSSE,FL,32658,32658,FLORIDA 1
LADY LAKE,FL,32159,32159,FLORIDA 1
LAKE BUTLER,FL,32054,32054,FLORIDA 1
LAKE CITY,FL,32055,32055,FLORIDA 1
LAKE GENEVA,FL,32160,32160,FLORIDA 1
LAKE HELEN,FL,32744,32744,FLORIDA 1
LAKE MARY,FL,32746,32746,FLORIDA 1
LAKE MONROE,FL,32747,32747,FLORIDA 1
LAMONT,FL,32336,32336,FLORIDA 1
LAUREL HILL,FL,32567,32567,FLORIDA 1
LAWTEY,FL,32058,32058,FLORIDA 1
LECANTO,FL,34461,34461,FLORIDA 1
LEE,FL,32059,32059,FLORIDA 1
LIVE OAK,FL,32064,32064,FLORIDA 1
LIVE OAK,FL,32060,32060,FLORIDA 1
LLOYD,FL,32337,32337,FLORIDA 1
LOCHLOOSA,FL,32662,32662,FLORIDA 1
LONGWOOD,FL,32779,32779,FLORIDA 1
LOWELL,FL,32663,32663,FLORIDA 1
LYNN HAVEN,FL,32444,32444,FLORIDA 1
MACCLENNY,FL,32063,32063,FLORIDA 1
MADISON,FL,32340,32340,FLORIDA 1
MALONE,FL,32445,32445,FLORIDA 1
MARIANNA,FL,32446,32446,FLORIDA 1
MARY ESTHER,FL,32569,32569,FLORIDA 1
MAYO,FL,32066,32066,FLORIDA 1
MC ALPIN,FL,32062,32062,FLORIDA 1
MC DAVID,FL,32568,32568,FLORIDA 1
MC INTOSH,FL,32664,32664,FLORIDA 1
MELROSE,FL,32666,32666,FLORIDA 1
MEXICO BEACH,FL,32456,32456,FLORIDA 1
MICANOPY,FL,32667,32667,FLORIDA 1
MIDDLEBURG,FL,32068,32068,FLORIDA 1
MIDWAY,FL,32343,32343,FLORIDA 1
MILTON,FL,32570,32570,FLORIDA 1
MILTON,FL,32571,32571,FLORIDA 1
MIMS,FL,32754,32754,FLORIDA 1
MIRAMAR BEACH,FL,32550,32550,FLORIDA 1
MOLINO,FL,32577,32577,FLORIDA 1
MONTICELLO,FL,32344,32344,FLORIDA 1
MORRISTON,FL,32668,32668,FLORIDA 1
MOUNT DORA,FL,32757,32757,FLORIDA 1
NAVARRE,FL,32566,32566,FLORIDA 1
NEW SMYRNA BEACH,FL,32168,32168,FLORIDA 1
NEW SMYRNA BEACH,FL,32169,32169,FLORIDA 1
NEWBERRY,FL,32669,32669,FLORIDA 1
NICEVILLE,FL,32578,32578,FLORIDA 1
O BRIEN,FL,32071,32071,FLORIDA 1
OAK HILL,FL,32759,32759,FLORIDA 1
OCALA,FL,34478,34478,FLORIDA 1
OCALA,FL,34472,34472,FLORIDA 1
OCALA,FL,34474,34474,FLORIDA 1
OCKLAWAHA,FL,32179,32179,FLORIDA 1
OLD TOWN,FL,32680,32680,FLORIDA 1
ORANGE CITY,FL,32763,32763,FLORIDA 1
ORANGE LAKE,FL,32681,32681,FLORIDA 1
ORANGE PARK,FL,32065,32065,FLORIDA 1
ORANGE PARK,FL,32073,32073,FLORIDA 1
ORANGE SPRINGS,FL,32182,32182,FLORIDA 1
ORMOND BEACH,FL,32174,32174,FLORIDA 1
ORMOND BEACH,FL,32176,32176,FLORIDA 1
OSTEEN,FL,32764,32764,FLORIDA 1
OTTER CREEK,FL,32683,32683,FLORIDA 1
OVIEDO,FL,32765,32765,FLORIDA 1
OXFORD,FL,34484,34484,FLORIDA 1
PAISLEY,FL,32767,32767,FLORIDA 1
PALATKA,FL,32177,32177,FLORIDA 1
PALM COAST,FL,32137,32137,FLORIDA 1
PANACEA,FL,32346,32346,FLORIDA 1
PANAMA CITY,FL,32401,32401,FLORIDA 1
PANAMA CITY,FL,32403,32403,FLORIDA 1
PANAMA CITY,FL,32405,32405,FLORIDA 1
PANAMA CITY,FL,32408,32408,FLORIDA 1
PANAMA CITY BEACH,FL,32407,32407,FLORIDA 1
PAXTON,FL,32538,32538,FLORIDA 1
PENNEY FARMS,FL,32079,32079,FLORIDA 1
PENSACOLA,FL,32503,32503,FLORIDA 1
PENSACOLA,FL,32504,32504,FLORIDA 1
PENSACOLA,FL,32507,32507,FLORIDA 1
PENSACOLA,FL,32506,32506,FLORIDA 1
PENSACOLA,FL,32508,32508,FLORIDA 1
PENSACOLA,FL,32501,32501,FLORIDA 1
PENSACOLA,FL,32526,32526,FLORIDA 1
PENSACOLA,FL,32502,32502,FLORIDA 1
PERRY,FL,32348,32348,FLORIDA 1
PIERSON,FL,32180,32180,FLORIDA 1
PINETTA,FL,32350,32350,FLORIDA 1
PLYMOUTH,FL,32768,32768,FLORIDA 1
POMONA PARK,FL,32181,32181,FLORIDA 1
PONCE DE LEON,FL,32455,32455,FLORIDA 1
PORT ORANGE,FL,32127,32127,FLORIDA 1
PORT SAINT JOE,FL,32456,32456,FLORIDA 1
PUTNAM HALL,FL,32185,32185,FLORIDA 1
QUINCY,FL,32351,32351,FLORIDA 1
RAIFORD,FL,32083,32083,FLORIDA 1
REDDICK,FL,32686,32686,FLORIDA 1
ROSEMARY BEACH,FL,32461,32461,FLORIDA 1
SAINT AUGUSTINE,FL,32080,32080,FLORIDA 1
SAINT AUGUSTINE,FL,32084,32084,FLORIDA 1
SAINT AUGUSTINE,FL,32086,32086,FLORIDA 1
SAINT AUGUSTINE,FL,32092,32092,FLORIDA 1
SAINT JOHNS,FL,32259,32259,FLORIDA 1
SAINT MARKS,FL,32355,32355,FLORIDA 1
SALEM,FL,32356,32356,FLORIDA 1
SALT SPRINGS,FL,32134,32134,FLORIDA 1
SAN MATEO,FL,32187,32187,FLORIDA 1
SANDERSON,FL,32087,32087,FLORIDA 1
SANFORD,FL,32773,32773,FLORIDA 1
SANFORD,FL,32771,32771,FLORIDA 1
SANTA ROSA BEACH,FL,32459,32459,FLORIDA 1
SATSUMA,FL,32189,32189,FLORIDA 1
SCOTTSMOOR,FL,32775,32775,FLORIDA 1
SEVILLE,FL,32190,32190,FLORIDA 1
SHALIMAR,FL,32579,32579,FLORIDA 1
SILVER SPRINGS,FL,34488,34488,FLORIDA 1
SNEADS,FL,32460,32460,FLORIDA 1
SOPCHOPPY,FL,32358,32358,FLORIDA 1
SORRENTO,FL,32776,32776,FLORIDA 1
SOUTH DAYTONA,FL,32119,32119,FLORIDA 1
SPARR,FL,32192,32192,FLORIDA 1
STARKE,FL,32091,32091,FLORIDA 1
STEINHATCHEE,FL,32359,32359,FLORIDA 1
SUMMERFIELD,FL,34491,34491,FLORIDA 1
SUWANNEE,FL,32692,32692,FLORIDA 1
TALLAHASSEE,FL,32303,32303,FLORIDA 1
TALLAHASSEE,FL,32301,32301,FLORIDA 1
TALLAHASSEE,FL,32304,32304,FLORIDA 1
TALLAHASSEE,FL,32308,32308,FLORIDA 1
TANGERINE,FL,32777,32777,FLORIDA 1
TAVARES,FL,32778,32778,FLORIDA 1
TELOGIA,FL,32360,32360,FLORIDA 1
TITUSVILLE,FL,32780,32780,FLORIDA 1
TRENTON,FL,32693,32693,FLORIDA 1
UMATILLA,FL,32784,32784,FLORIDA 1
VERNON,FL,32462,32462,FLORIDA 1
WACISSA,FL,32361,32361,FLORIDA 1
WALDO,FL,32694,32694,FLORIDA 1
WAUSAU,FL,32463,32463,FLORIDA 1
WEIRSDALE,FL,32195,32195,FLORIDA 1
WELAKA,FL,32193,32193,FLORIDA 1
WELLBORN,FL,32094,32094,FLORIDA 1
WESTVILLE,FL,32464,32464,FLORIDA 1
WEWAHITCHKA,FL,32465,32465,FLORIDA 1
WHITE SPRINGS,FL,32096,32096,FLORIDA 1
WILLISTON,FL,32696,32696,FLORIDA 1
WINTER PARK,FL,32789,32789,FLORIDA 1
WINTER PARK,FL,32792,32792,FLORIDA 1
WINTER SPRINGS,FL,32708,32708,FLORIDA 1
WOODVILLE,FL,32362,32362,FLORIDA 1
YANKEETOWN,FL,34498,34498,FLORIDA 1
YOUNGSTOWN,FL,32466,32466,FLORIDA 1
YULEE,FL,32097,32097,FLORIDA 1
ZELLWOOD,FL,32798,32798,FLORIDA 1
PALMER,AK,99645,99645,Far Away
MADISON,AL,35758,35758,Far Away
TUSCALOOSA,AL,35401,35406,Far Away
ELKINS,AR,72727,72773,Far Away
GRAVETTE,AR,72736,72736,Far Away
WESLEY,AR,72773,72773,Far Away
APACHE JUNCTION,AZ,85120,85119,Far Away
CAMP VERDE,AZ,86322,86322,Far Away
MESA,AZ,85209,85208,Far Away
PAGE,AZ,86040,86040,Far Away
PHOENIX,AZ,85034,85003,Far Away
SCOTTSDALE,AZ,85257,85251,Far Away
TUCSON,AZ,85718,85718,Far Away
VAIL,AZ,85641,85641,Far Away
ALTADENA,CA,91001,91003,Far Away
APTOS,CA,95003,95003,Far Away
ARTESIA,CA,90701,90703,Far Away
BERKELEY,CA,94705,94705,Far Away
BEVERLY HILLS,CA,90212,90212,Far Away
BEVERLY HILLS,CA,90209,90212,Far Away
BRISBANE,CA,94005,94005,Far Away
BURBANK,CA,91505,91505,Far Away
CAMARILLO,CA,93010,93012,Far Away
CAMPBELL,CA,95008,95008,Far Away
CANOGA PARK,CA,91304,91326,Far Away
CERRITOS,CA,90703,90703,Far Away
CHULA VISTA,CA,91914,91914,Far Away
